Period Name,Prescriber Code,Prescriber Name,BNF Code,BNF Name,Total Items,Total Act Cost,Total Nic
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,408,Antiepileptics,"13,101","£394,911.70","£427,303.53"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,211,Antifibrinolytic Drugs & Haemostatics,516,"£5,352.67","£5,786.24"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,502,Antifungal Drugs,"2,126","£26,364.24","£28,550.86"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,304,"Antihist, Hyposensit & Allergic Emergen","12,582","£59,805.06","£64,344.54"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1312,Antiperspirants,58,£189.43,£204.68
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,209,Antiplatelet Drugs,"33,509","£58,311.26","£61,520.13"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,504,Antiprotozoal Drugs,"2,365","£6,528.50","£6,962.69"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,103,Antisecretory Drugs+Mucosal Protectants,"41,236","£127,430.57","£136,513.95"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,102,Antispasmod.&Other Drgs Alt.Gut Motility,"2,681","£26,703.18","£28,789.72"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,503,Antiviral Drugs,668,"£22,248.21","£23,954.29"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2002,Arm Sling/Bandages,"1,062","£29,286.73","£31,752.89"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,308,Aromatic Inhalations,7,£8.01,£8.49
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2140,Bacterial Decolonisation Products,4,£17.27,£18.68
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2320,Bag Closures,11,£91.18,£97.22
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2325,Bag Covers,11,£374.48,£356.88
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1907,Base/Dil/Susp Agents/Stabilisers,357,"£7,226.36","£7,808.05"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2330,Belts,43,"£1,116.08","£1,199.53"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,204,Beta-Adrenoceptor Blocking Drugs,"25,162","£59,849.19","£63,893.60"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,301,Bronchodilators,"24,179","£197,768.92","£214,135.58"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,404,CNS Stimulants and drugs used for ADHD,465,"£27,433.79","£29,736.95"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2113,Catheter Maintenance Solutions,58,"£2,376.08","£2,576.29"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2205,Catheter Valves,25,£603.63,£654.33
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2102,Catheters,600,"£69,641.18","£75,530.97"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2103,Chiropody Appliances,10,£61.02,£66.06
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,105,Chronic Bowel Disorders,"2,226","£115,904.65","£125,578.30"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2335,Colostomy Bags,276,"£50,563.44","£54,760.98"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1908,"Colouring,Flavouring & Sweetening Agents",1,£6.29,£6.70
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,910,Compound Vit/Mineral Formulations,490,"£6,723.01","£7,190.68"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2104,Contraceptive Devices,73,£897.17,£972.49
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,703,Contraceptives,"7,821","£70,862.51","£76,698.66"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1913,Cordials/Soft Drinks,19,£523.11,£567.18
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1104,Corti'roids & Other Anti-Inflamm.Preps.,"2,842","£12,083.13","£13,067.30"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,603,Corticosteroids (Endocrine),"6,440","£61,745.83","£66,469.41"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,302,Corticosteroids (Respiratory),"15,948","£525,720.40","£570,010.45"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,309,Cough Preparations,"3,652","£4,407.47","£4,481.51"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,303,"Cromoglycate,Rel,Leukotriene Antagonists","1,879","£65,949.91","£71,473.26"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,801,Cytotoxic Drugs,260,"£10,163.72","£11,000.86"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2345,Deodorants,111,"£1,106.42","£1,198.20"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2346,Discharge Solidifying Agents,16,£552.00,£598.74
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,202,Diuretics,"27,704","£45,551.25","£48,075.70"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1201,Drugs Acting On The Ear,"2,478","£8,381.54","£9,057.67"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1202,Drugs Acting On The Nose,"6,203","£46,333.92","£50,169.35"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1203,Drugs Acting On The Oropharynx,"1,759","£7,836.05","£8,472.10"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,606,Drugs Affecting Bone Metabolism,"7,628","£36,866.69","£39,813.89"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,109,Drugs Affecting Intestinal Secretions,514,"£26,706.93","£28,935.43"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,802,Drugs Affecting The Immune Response,"1,488","£90,437.76","£98,022.62"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,704,Drugs For Genito-Urinary Disorders,"12,069","£261,935.93","£283,463.04"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,601,Drugs Used In Diabetes,"56,579","£1,049,773.67","£1,136,755.04"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,406,Drugs Used In Nausea And Vertigo,"6,858","£44,472.05","£47,838.39"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1002,Drugs Used In Neuromuscular  Disorders,813,"£9,008.50","£9,711.35"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,409,Drugs Used In Park'ism/Related Disorders,"3,334","£69,230.40","£74,810.55"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,402,Drugs Used In Psychoses & Rel.Disorders,"8,773","£169,545.66","£183,143.86"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1001,Drugs Used In Rheumatic Diseases & Gout,"23,056","£115,959.52","£124,724.15"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,410,Drugs Used In Substance Dependence,"1,794","£37,918.53","£41,055.24"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,411,Drugs for Dementia,"4,001","£114,146.40","£123,496.40"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,405,Drugs used in the Treatment of Obesity,622,"£21,947.00","£23,794.95"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2121,Dry Mouth Products,45,£268.34,£290.46
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,101,Dyspep&Gastro-Oesophageal Reflux Disease,"4,632","£26,500.93","£28,565.98"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2107,Elastic Hosiery,670,"£9,626.44","£10,429.37"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1302,Emollient & Barrier Preparations,"26,409","£145,166.87","£157,081.27"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2122,Emollients,"2,797","£17,926.55","£19,406.59"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2130,Eye Products,"1,141","£11,115.63","£12,040.61"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2215,Faecal Collectors,1,£15.14,£16.41
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2355,Flanges,5,£480.30,£520.96
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,902,Fluids And Electrolytes,"2,353","£15,600.02","£16,790.51"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,909,Foods,108,"£4,313.89","£4,677.64"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2004,Gauzes & Gauze Tissue,42,£321.39,£348.06
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1501,General Anaesthesia,113,"£2,077.20","£2,249.98"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,911,Health Supplements,61,"£2,352.49","£2,550.71"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,205,Hypertension and Heart Failure,"58,402","£254,576.75","£274,016.28"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,401,Hypnotics And Anxiolytics,"13,831","£63,776.80","£68,308.23"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,605,Hypothalamic&Pituitary Hormones&Antioest,290,"£78,519.50","£85,151.62"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2360,Ileostomy Bags,392,"£59,940.06","£65,010.60"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1405,Immunoglobulins,2,£52.59,£57.00
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2240,Incontinence Sheath Fixing Strips & Adh,6,£55.29,£59.89
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2230,Incontinence Sheaths,204,"£13,024.18","£14,039.62"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2133,Indwelling Pleural Cath Drain System,2,£468.92,£508.80
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2132,Inhalation Solutions,31,"£1,009.16","£1,094.04"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2116,Irrigation Solutions,829,"£5,382.97","£5,823.60"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2370,Irrigation Washout Appliances,2,£51.31,£55.62
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,106,Laxatives,"19,144","£71,888.41","£76,667.58"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2250,Leg Bags,328,"£12,215.69","£13,245.10"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,212,Lipid-Regulating Drugs,"61,586","£272,122.67","£292,889.32"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1502,Local Anaesthesia,415,"£7,594.20","£8,226.08"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,107,Local Prepn for Anal & Rectal Disorders,"2,177","£17,111.38","£18,525.51"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2138,Low Friction Products,4,£310.62,£336.80
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2114,Lubricant Gels,98,£324.97,£351.44
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2127,Lymphoedema Garments,59,"£3,245.45","£3,519.32"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,908,Metabolic Disorders,5,£303.81,£329.36
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2143,Micro-Enema - Sodium Citrate,2,£7.12,£7.59
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,905,Minerals,"1,323","£35,930.85","£38,811.20"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1108,Miscellaneous Ophthalmic Preparations,"6,119","£38,709.51","£41,762.57"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1315,Miscellaneous Topical Preparations,1,£183.43,£199.03
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,307,Mucolytics,"1,172","£39,952.02","£43,251.08"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1105,Mydriatics And Cycloplegics,62,£946.95,"£1,025.94"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2124,Nasal Products,"1,338","£1,815.41","£1,951.05"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2260,Night Drainage Bags,335,"£5,635.30","£6,108.52"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,206,"Nit,Calc Block & Other Antianginal Drugs","43,833","£173,808.34","£186,715.75"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2119,Oral Film Forming Agents,8,£147.36,£159.51
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,904,Oral Nutrition,"10,477","£386,370.75","£417,685.76"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2101,Other Appliances,"10,061","£87,358.19","£94,579.89"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,607,Other Endocrine Drugs,92,"£4,365.36","£4,731.92"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,912,Other Health Supplements,126,"£1,711.81","£1,849.94"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1905,Other Preparations,27,£219.56,£237.60
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2112,Peak Flow Meters,175,£991.23,"£1,072.84"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2141,Physical Debridement Device,16,"£1,124.30","£1,219.43"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2129,Plantar Pressure Offloading Device,19,£524.74,£568.92
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2008,Plasters,22,£394.30,£427.36
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,201,Positive Inotropic Drugs,"2,896","£3,593.24","£3,715.37"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1305,Preparations For Eczema And Psoriasis,"1,760","£71,040.16","£76,909.52"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1307,Preparations For Warts And Calluses,574,"£2,361.99","£2,554.07"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2375,Pressure Plates/Shields,9,£77.98,£84.56
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1902,Selective Preparations,"1,204","£44,621.10","£48,107.35"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,604,Sex Hormones,"5,227","£61,120.18","£66,079.64"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,803,Sex Hormones & Antag In Malig Disease,"2,099","£82,944.88","£89,870.86"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1309,Shampoo&Other Preps For Scalp&Hair Cond,"2,294","£12,935.48","£13,999.42"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2020,Silk Garments,17,£858.85,£931.36
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1904,Single Substances,6,£16.10,£17.38
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1311,"Skin Cleansers,Antiseptics & Desloughing",289,"£1,531.27","£1,642.87"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2014,"Skin Closure Strips, Sterile",6,£40.75,£44.02
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2380,Skin Fillers And Protectives,932,"£13,515.24","£14,650.34"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2385,Skin Protectors,125,"£9,059.37","£9,826.15"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1003,Soft-Tissue Disorders & Topical Pain Rel,"8,209","£40,002.66","£43,278.67"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2009,Stockinette,775,"£8,824.91","£9,561.93"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2390,Stoma Caps/Dressings,13,£591.74,£641.86
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1308,Sunscreens And Camouflagers,247,"£6,995.07","£7,101.75"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2010,Surgical Adhesive Tape,585,"£1,383.31","£1,493.19"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2011,Surgical Sutures,28,£65.95,£71.52
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2270,Suspensory Systems,1,£31.13,£33.75
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2012,Swabs,479,"£1,522.42","£1,646.58"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,207,Sympathomimetics,14,"£3,932.31","£4,265.75"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,310,Systemic Nasal Decongestants,400,£662.50,£683.69
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,602,Thyroid And Antithyroid Drugs,"23,512","£113,444.65","£122,155.08"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1303,Top Local Anaesthetics & Antipruritics,371,"£1,153.45","£1,241.07"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1314,Topical Circulatory Preparations,196,£907.32,£981.54
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1304,Topical Corticosteroids,"16,892","£78,193.85","£84,586.92"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2005,Tracheostomy & Laryngectomy Appliances,74,"£4,169.18","£4,521.89"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1106,Treatment Of Glaucoma,"7,109","£78,360.83","£84,889.66"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,702,Treatment Of Vaginal & Vulval Conditions,"1,788","£11,204.97","£12,114.85"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2106,Trusses,9,£185.83,£201.43
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2392,Tubing & Accessories,2,£113.80,£123.40
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2280,Tubing And Accessories,54,£730.84,£792.08
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2394,Two Piece Ostomy Systems,228,"£19,770.60","£21,386.44"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2290,Urinal Systems,35,"£1,375.56","£1,448.09"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2396,Urostomy Bags,50,"£8,452.60","£9,168.26"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1404,Vaccines And Antisera,"42,765","£316,878.61","£343,588.90"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2118,Vacuum Pumps for Erectile Dysfunction,29,"£2,861.71","£3,103.64"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2123,Vaginal Moisturisers,150,"£1,362.33","£1,475.62"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2134,Vaginal PH Correction Products,15,£121.19,£131.25
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1301,Vehicles and Emulsifying Agents,8,£44.12,£47.75
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2120,Venous Ulcer Compression System,52,"£2,880.71","£3,123.72"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,906,Vitamins,"29,366","£253,363.04","£266,852.36"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1914,Waters,59,£320.97,£347.01
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,2003,Wound Management & other Dressings,"5,222","£152,752.08","£165,618.12"
3rd Quarter 2012/2013,5NA00,PCT REDBRIDGE,1313,Wound Management Products,4,£98.25,£106.28
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,1906,Acids,15,£14.94,£15.03
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,1306,Acne and Rosacea,"1,200","£11,765.70","£12,743.77"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,104,Acute Diarrhoea,"1,755","£3,852.15","£4,080.49"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2305,Adhesive Discs/Rings/Pads/Plasters,59,"£1,977.29","£2,144.44"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2315,Adhesive Removers (Sprays/Liquids/Wipes),214,"£4,214.66","£4,570.91"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,901,Anaemias + Other Blood Disorders,"8,758","£12,246.10","£12,691.57"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2128,Anal Irrigation System,18,"£2,147.39","£2,329.04"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2202,Anal Plugs,2,£81.46,£88.30
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,407,Analgesics,"73,760","£438,302.85","£472,197.55"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,505,Anthelmintics,138,£186.37,£196.48
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,203,Anti-Arrhythmic Drugs,534,"£5,659.61","£6,105.43"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,1103,Anti-Infective Eye Preparations,"1,719","£3,320.97","£3,578.90"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,1310,Anti-Infective Skin Preparations,"3,359","£14,990.40","£16,214.19"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,501,Antibacterial Drugs,"30,767","£123,203.21","£132,605.65"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,208,Anticoagulants And Protamine,"11,197","£77,381.70","£83,588.66"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,403,Antidepressant Drugs,"51,674","£151,170.95","£161,676.06"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,408,Antiepileptics,"18,348","£319,766.75","£344,437.03"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,211,Antifibrinolytic Drugs & Haemostatics,315,"£2,871.80","£3,102.30"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,502,Antifungal Drugs,"1,624","£15,790.01","£17,096.20"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,304,"Antihist, Hyposensit & Allergic Emergen","10,046","£24,721.96","£26,187.40"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,1312,Antiperspirants,52,£157.55,£170.20
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,209,Antiplatelet Drugs,"39,383","£54,696.97","£57,963.63"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,504,Antiprotozoal Drugs,"2,193","£4,315.77","£4,596.40"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,103,Antisecretory Drugs+Mucosal Protectants,"50,765","£101,471.27","£108,386.87"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,102,Antispasmod.&Other Drgs Alt.Gut Motility,"4,281","£23,146.00","£24,771.53"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,503,Antiviral Drugs,564,"£4,954.67","£5,356.52"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2002,Arm Sling/Bandages,"1,100","£18,271.51","£19,804.22"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2320,Bag Closures,16,£263.70,£286.02
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2325,Bag Covers,6,£197.17,£213.80
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,1907,Base/Dil/Susp Agents/Stabilisers,233,"£3,758.61","£4,069.96"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2330,Belts,33,"£1,296.43","£1,406.03"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,204,Beta-Adrenoceptor Blocking Drugs,"34,491","£56,477.57","£60,231.18"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,301,Bronchodilators,"27,572","£269,245.59","£291,625.06"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,404,CNS Stimulants and drugs used for ADHD,583,"£29,282.70","£31,734.19"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2113,Catheter Maintenance Solutions,103,"£3,207.69","£3,478.19"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2205,Catheter Valves,29,£407.20,£408.50
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2102,Catheters,913,"£77,040.78","£83,554.45"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2017,Cervical Collar,1,£2.22,£2.40
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2103,Chiropody Appliances,1,£1.87,£2.02
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,105,Chronic Bowel Disorders,"1,883","£58,124.84","£62,899.95"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2335,Colostomy Bags,304,"£52,977.81","£57,445.86"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,910,Compound Vit/Mineral Formulations,34,£627.77,£677.70
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,703,Contraceptives,"6,227","£47,277.94","£51,161.71"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,1104,Corti'roids & Other Anti-Inflamm.Preps.,"1,124","£3,647.00","£3,939.57"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,603,Corticosteroids (Endocrine),"6,541","£35,560.33","£38,037.66"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,302,Corticosteroids (Respiratory),"16,247","£482,487.35","£523,116.26"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,309,Cough Preparations,919,"£1,166.43","£1,208.88"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,303,"Cromoglycate,Rel,Leukotriene Antagonists","1,348","£34,024.63","£36,875.63"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,801,Cytotoxic Drugs,107,"£8,644.53","£9,367.04"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2345,Deodorants,177,"£1,419.75","£1,539.35"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,2346,Discharge Solidifying Agents,10,£486.44,£527.59
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,202,Diuretics,"37,077","£43,563.32","£46,033.45"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,1201,Drugs Acting On The Ear,"1,458","£4,794.86","£5,181.14"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,1202,Drugs Acting On The Nose,"5,409","£28,084.03","£30,386.76"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,1203,Drugs Acting On The Oropharynx,"1,188","£6,176.53","£6,677.19"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,606,Drugs Affecting Bone Metabolism,"7,597","£21,530.51","£23,241.46"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,109,Drugs Affecting Intestinal Secretions,682,"£29,767.32","£32,235.64"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,802,Drugs Affecting The Immune Response,"1,226","£40,557.34","£43,906.95"
3rd Quarter 2012/2013,5QR00,PCT REDCAR & CLEVELAND,704,Drugs For Genito-Urinary Disorders,"11,960","£174,194.64","£188,350.46"
