Period Name,Prescriber Code,Prescriber Name,BNF Code,BNF Name,Total Items,Total Act Cost,Total Nic
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,101,Dyspep&Gastro-Oesophageal Reflux Disease,"13,264","œ66,115.41","œ71,306.24"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2107,Elastic Hosiery,"2,695","œ35,804.24","œ38,798.28"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1302,Emollient & Barrier Preparations,"39,106","œ214,126.15","œ231,703.39"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2122,Emollients,"3,914","œ22,350.75","œ24,193.09"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2130,Eye Products,"4,012","œ34,612.92","œ37,494.01"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2215,Faecal Collectors,4,œ104.02,œ112.82
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2350,Filters/Bridges,3,œ142.32,œ154.42
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,902,Fluids And Electrolytes,"3,787","œ34,901.65","œ37,648.80"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,909,Foods,703,"œ39,955.07","œ43,328.15"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2004,Gauzes & Gauze Tissue,158,"œ2,312.24","œ2,506.17"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1501,General Anaesthesia,461,"œ3,911.54","œ4,213.05"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,911,Health Supplements,463,"œ9,531.77","œ10,212.12"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,205,Hypertension and Heart Failure,"222,057","œ671,427.28","œ722,545.38"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,401,Hypnotics And Anxiolytics,"47,651","œ183,231.24","œ195,832.20"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,605,Hypothalamic&Pituitary Hormones&Antioest,"1,141","œ113,972.52","œ123,566.63"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2360,Ileostomy Bags,"1,251","œ149,224.65","œ161,824.21"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1405,Immunoglobulins,5,"œ10,557.17","œ11,400.00"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2240,Incontinence Sheath Fixing Strips & Adh,27,œ294.08,œ318.88
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2230,Incontinence Sheaths,642,"œ38,565.28","œ41,826.28"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2133,Indwelling Pleural Cath Drain System,18,"œ3,178.96","œ3,448.06"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2132,Inhalation Solutions,40,"œ1,182.08","œ1,280.42"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,903,Intravenous Nutrition,1,œ15.13,œ16.40
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2116,Irrigation Solutions,"2,196","œ10,552.59","œ11,399.71"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2370,Irrigation Washout Appliances,72,"œ2,123.67","œ2,206.90"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2142,Jaw Rehabilitation Device,1,œ202.40,œ219.50
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,106,Laxatives,"45,911","œ203,456.97","œ218,269.86"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2250,Leg Bags,"2,093","œ64,054.17","œ69,457.29"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2007,Lints,4,œ30.05,œ32.58
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,212,Lipid-Regulating Drugs,"202,187","œ685,007.37","œ737,568.75"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1502,Local Anaesthesia,"3,636","œ31,588.37","œ34,189.68"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1107,Local Anaesthetics,2,œ27.54,œ29.84
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,107,Local Prepn for Anal & Rectal Disorders,"4,362","œ34,494.08","œ37,336.75"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2138,Low Friction Products,192,"œ4,386.28","œ4,755.38"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2114,Lubricant Gels,805,"œ2,201.17","œ2,382.55"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2127,Lymphoedema Garments,"1,036","œ44,855.50","œ48,639.21"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,908,Metabolic Disorders,33,"œ7,940.53","œ8,209.00"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2143,Micro-Enema - Sodium Citrate,3,œ9.57,œ10.12
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,905,Minerals,"2,787","œ81,585.67","œ87,627.76"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1108,Miscellaneous Ophthalmic Preparations,"23,536","œ106,642.10","œ115,339.36"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,307,Mucolytics,"3,764","œ88,083.65","œ95,274.73"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1105,Mydriatics And Cycloplegics,208,"œ2,364.86","œ2,561.10"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2124,Nasal Products,"1,237","œ1,742.85","œ1,873.98"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2260,Night Drainage Bags,"3,242","œ37,488.09","œ40,638.75"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,206,"Nit,Calc Block & Other Antianginal Drugs","142,735","œ583,549.47","œ628,564.12"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2119,Oral Film Forming Agents,82,"œ3,177.23","œ3,444.61"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,904,Oral Nutrition,"36,657","œ997,242.51","œ1,077,391.64"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2101,Other Appliances,"28,149","œ190,876.88","œ206,619.35"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,607,Other Endocrine Drugs,253,"œ9,515.37","œ10,310.38"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,912,Other Health Supplements,"1,301","œ28,687.47","œ31,010.46"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1905,Other Preparations,233,"œ1,240.33","œ1,342.30"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2112,Peak Flow Meters,500,"œ2,788.96","œ3,018.97"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2137,Pelvic Toning Devices,3,œ41.54,œ45.00
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2141,Physical Debridement Device,68,"œ2,254.67","œ2,445.05"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2129,Plantar Pressure Offloading Device,125,"œ3,164.17","œ3,430.76"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,201,Positive Inotropic Drugs,"13,233","œ14,230.87","œ14,897.87"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1305,Preparations For Eczema And Psoriasis,"3,719","œ141,689.09","œ153,626.82"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1307,Preparations For Warts And Calluses,904,"œ6,125.58","œ6,631.12"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2375,Pressure Plates/Shields,16,œ221.83,œ240.58
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1902,Selective Preparations,"2,805","œ112,796.80","œ121,194.59"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,604,Sex Hormones,"19,231","œ211,605.64","œ228,904.09"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,803,Sex Hormones & Antag In Malig Disease,"8,920","œ403,044.25","œ436,731.88"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1309,Shampoo&Other Preps For Scalp&Hair Cond,"3,990","œ25,043.00","œ27,111.88"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2020,Silk Garments,32,"œ1,925.18","œ2,087.75"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1904,Single Substances,10,œ127.95,œ138.33
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2015,"Skin Adhesive,Sterile",6,œ151.85,œ164.64
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1311,"Skin Cleansers,Antiseptics & Desloughing",712,"œ6,006.05","œ6,442.33"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2014,"Skin Closure Strips, Sterile",68,œ239.94,œ258.08
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2380,Skin Fillers And Protectives,"6,330","œ80,286.41","œ87,012.80"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2385,Skin Protectors,435,"œ27,467.55","œ29,793.14"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1003,Soft-Tissue Disorders & Topical Pain Rel,"23,134","œ130,133.01","œ140,858.07"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2009,Stockinette,"3,722","œ31,050.86","œ33,639.42"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2390,Stoma Caps/Dressings,40,"œ2,467.54","œ2,676.37"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,108,Stoma Care,15,œ197.48,œ77.40
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1308,Sunscreens And Camouflagers,784,"œ24,365.17","œ25,700.87"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2010,Surgical Adhesive Tape,"2,614","œ5,527.90","œ5,967.94"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2011,Surgical Sutures,304,œ753.29,œ816.79
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2270,Suspensory Systems,39,"œ1,701.47","œ1,845.39"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2012,Swabs,"2,121","œ5,425.47","œ5,863.66"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,207,Sympathomimetics,92,"œ6,021.12","œ6,523.60"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,310,Systemic Nasal Decongestants,415,"œ1,035.36","œ1,093.45"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,602,Thyroid And Antithyroid Drugs,"91,003","œ268,881.31","œ288,879.97"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1303,Top Local Anaesthetics & Antipruritics,911,"œ3,735.54","œ4,033.51"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1314,Topical Circulatory Preparations,564,"œ2,603.80","œ2,816.94"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1304,Topical Corticosteroids,"37,017","œ157,295.63","œ170,097.69"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2005,Tracheostomy & Laryngectomy Appliances,229,"œ15,053.92","œ16,328.00"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1106,Treatment Of Glaucoma,"31,086","œ333,190.82","œ360,941.33"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,702,Treatment Of Vaginal & Vulval Conditions,"6,527","œ53,050.02","œ57,401.84"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2106,Trusses,9,œ211.54,œ229.35
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2392,Tubing & Accessories,3,œ165.99,œ180.00
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2280,Tubing And Accessories,642,"œ7,114.27","œ7,703.95"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2394,Two Piece Ostomy Systems,827,"œ64,970.13","œ70,470.35"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2290,Urinal Systems,60,"œ1,831.93","œ1,986.89"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2396,Urostomy Bags,233,"œ30,879.17","œ33,467.20"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1404,Vaccines And Antisera,"119,260","œ827,224.12","œ896,992.32"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2118,Vacuum Pumps for Erectile Dysfunction,10,œ932.86,"œ1,011.78"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2125,Vaginal Dilators,19,œ406.45,œ440.64
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2123,Vaginal Moisturisers,765,"œ5,472.58","œ5,926.39"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2134,Vaginal PH Correction Products,46,œ317.45,œ343.50
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1301,Vehicles and Emulsifying Agents,13,œ68.45,œ73.96
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2120,Venous Ulcer Compression System,250,"œ6,110.91","œ6,625.65"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,906,Vitamins,"54,875","œ208,464.06","œ222,274.74"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1914,Waters,67,œ607.93,œ659.03
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,2003,Wound Management & other Dressings,"19,441","œ368,713.75","œ399,724.12"
3rd Quarter 2012/2013,5PK00,PCT SOUTH STAFFORDSHIRE,1313,Wound Management Products,82,"œ1,884.10","œ2,041.03"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2001,Absorbent Cottons,18,œ70.51,œ76.24
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1906,Acids,125,œ61.27,œ54.80
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1306,Acne and Rosacea,"1,188","œ13,124.32","œ14,217.79"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,104,Acute Diarrhoea,"1,369","œ3,411.96","œ3,635.89"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2310,Adhesive (Pastes/Sprays/Solutions),1,œ59.88,œ64.92
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2305,Adhesive Discs/Rings/Pads/Plasters,162,"œ5,231.11","œ5,652.12"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2315,Adhesive Removers (Sprays/Liquids/Wipes),545,"œ10,185.75","œ11,046.92"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,901,Anaemias + Other Blood Disorders,"11,948","œ20,340.14","œ21,076.14"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2128,Anal Irrigation System,29,"œ3,588.87","œ3,892.36"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,407,Analgesics,"85,238","œ455,300.33","œ489,850.71"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,505,Anthelmintics,144,œ187.92,œ197.66
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,203,Anti-Arrhythmic Drugs,428,"œ4,424.95","œ4,768.85"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1103,Anti-Infective Eye Preparations,"1,459","œ2,987.96","œ3,221.20"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1310,Anti-Infective Skin Preparations,"3,149","œ14,989.23","œ16,215.42"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,501,Antibacterial Drugs,"30,006","œ123,517.43","œ132,867.04"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,208,Anticoagulants And Protamine,"9,536","œ63,395.89","œ68,428.51"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,403,Antidepressant Drugs,"53,938","œ151,556.27","œ161,371.71"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,408,Antiepileptics,"19,603","œ321,169.36","œ346,619.77"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,211,Antifibrinolytic Drugs & Haemostatics,295,"œ2,843.54","œ3,073.38"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,502,Antifungal Drugs,"1,274","œ15,361.59","œ16,641.66"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,304,"Antihist, Hyposensit & Allergic Emergen","8,794","œ23,903.29","œ25,466.33"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1312,Antiperspirants,80,œ608.34,œ658.68
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,209,Antiplatelet Drugs,"43,171","œ57,710.17","œ60,181.91"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,504,Antiprotozoal Drugs,"3,677","œ8,069.51","œ8,521.90"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,103,Antisecretory Drugs+Mucosal Protectants,"53,662","œ120,183.80","œ127,810.40"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,102,Antispasmod.&Other Drgs Alt.Gut Motility,"3,327","œ18,410.83","œ19,684.37"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,503,Antiviral Drugs,450,"œ7,123.42","œ7,636.39"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2002,Arm Sling/Bandages,684,"œ19,868.75","œ21,533.73"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,308,Aromatic Inhalations,21,œ143.32,œ155.06
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2320,Bag Closures,12,œ79.08,œ85.74
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2325,Bag Covers,17,œ516.49,œ522.20
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1907,Base/Dil/Susp Agents/Stabilisers,553,"œ12,694.14","œ13,756.18"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2330,Belts,69,"œ2,302.36","œ2,483.13"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,204,Beta-Adrenoceptor Blocking Drugs,"34,386","œ56,220.23","œ59,356.06"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,301,Bronchodilators,"35,363","œ396,730.82","œ429,702.91"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,404,CNS Stimulants and drugs used for ADHD,"1,265","œ51,765.68","œ56,099.75"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2113,Catheter Maintenance Solutions,155,"œ2,761.34","œ2,993.05"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2205,Catheter Valves,31,œ553.45,œ573.26
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2102,Catheters,773,"œ62,566.66","œ67,856.44"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2017,Cervical Collar,2,œ6.66,œ7.20
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2103,Chiropody Appliances,6,œ44.55,œ48.24
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,105,Chronic Bowel Disorders,"2,022","œ75,546.09","œ81,786.74"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2335,Colostomy Bags,345,"œ56,630.51","œ61,387.42"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,910,Compound Vit/Mineral Formulations,35,œ305.26,œ330.30
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2104,Contraceptive Devices,6,œ65.99,œ71.54
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,703,Contraceptives,"4,772","œ48,110.92","œ52,081.85"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1104,Corti'roids & Other Anti-Inflamm.Preps.,"1,348","œ9,987.31","œ10,811.99"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,603,Corticosteroids (Endocrine),"6,859","œ44,812.92","œ48,001.47"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,302,Corticosteroids (Respiratory),"16,415","œ529,070.26","œ573,636.89"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,309,Cough Preparations,"1,094","œ1,554.13","œ1,614.56"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,303,"Cromoglycate,Rel,Leukotriene Antagonists","1,561","œ41,345.91","œ44,792.28"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2131,Cycloidal Vibration Accessories,4,œ483.96,œ525.00
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,801,Cytotoxic Drugs,86,"œ11,785.64","œ12,777.82"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2345,Deodorants,244,"œ1,881.39","œ2,040.17"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2346,Discharge Solidifying Agents,40,"œ1,174.57","œ1,273.92"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1909,"Disinfectants,Preserv&Sterilising Agents",1,œ3.90,œ4.21
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,202,Diuretics,"35,133","œ40,881.81","œ42,461.06"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1201,Drugs Acting On The Ear,"1,585","œ5,853.13","œ6,327.25"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1202,Drugs Acting On The Nose,"4,639","œ34,883.28","œ37,757.94"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1203,Drugs Acting On The Oropharynx,"1,386","œ6,839.69","œ7,395.30"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,606,Drugs Affecting Bone Metabolism,"11,342","œ34,012.34","œ36,686.67"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,109,Drugs Affecting Intestinal Secretions,758,"œ29,544.52","œ31,976.46"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,802,Drugs Affecting The Immune Response,"1,252","œ62,795.70","œ67,926.45"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,704,Drugs For Genito-Urinary Disorders,"10,979","œ191,703.56","œ207,326.50"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,601,Drugs Used In Diabetes,"32,931","œ561,629.81","œ607,806.73"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,406,Drugs Used In Nausea And Vertigo,"7,475","œ44,365.07","œ47,621.58"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1002,Drugs Used In Neuromuscular  Disorders,895,"œ14,041.65","œ14,956.06"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,409,Drugs Used In Park'ism/Related Disorders,"4,152","œ60,463.32","œ65,198.21"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,402,Drugs Used In Psychoses & Rel.Disorders,"8,783","œ99,803.26","œ107,266.57"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1001,Drugs Used In Rheumatic Diseases & Gout,"21,235","œ87,263.64","œ93,622.56"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,410,Drugs Used In Substance Dependence,"5,013","œ92,448.36","œ99,799.71"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,411,Drugs for Dementia,"4,307","œ42,231.14","œ45,457.05"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,405,Drugs used in the Treatment of Obesity,570,"œ17,888.70","œ19,393.19"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2121,Dry Mouth Products,114,œ702.37,œ760.32
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,101,Dyspep&Gastro-Oesophageal Reflux Disease,"4,204","œ21,057.59","œ22,739.26"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2107,Elastic Hosiery,402,"œ5,277.61","œ5,717.41"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1302,Emollient & Barrier Preparations,"10,407","œ57,015.86","œ61,695.19"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2122,Emollients,"2,353","œ13,407.86","œ14,511.16"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2130,Eye Products,544,"œ5,238.17","œ5,673.87"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2350,Filters/Bridges,6,œ290.79,œ315.08
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,902,Fluids And Electrolytes,840,"œ5,722.15","œ6,148.83"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,909,Foods,101,"œ3,807.52","œ4,128.40"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2004,Gauzes & Gauze Tissue,33,œ220.34,œ238.56
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,1501,General Anaesthesia,198,"œ3,483.37","œ3,769.90"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,911,Health Supplements,153,"œ2,115.16","œ2,209.68"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,205,Hypertension and Heart Failure,"57,810","œ162,185.01","œ173,387.96"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,401,Hypnotics And Anxiolytics,"10,319","œ66,213.47","œ70,932.08"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,605,Hypothalamic&Pituitary Hormones&Antioest,306,"œ9,784.42","œ10,592.51"
3rd Quarter 2012/2013,5KG00,PCT SOUTH TYNESIDE,2360,Ileostomy Bags,389,"œ43,291.62","œ46,956.14"
